name,class,mean,max,match.var,match,RT.var,RT,filter_RT,filter_match,filter_contaminant,filter_area,filter_ambient_ratio,ambient_ratio,filters_passed,filter_final
"2,3-Butanediol, [R-(R*,R*)]-",,22219,357982,0.002012380952,0.89,9.89E-04,4.428,OK,OK,OK,Low,AmRatioFail,1.08,3,FALSE
"2H-Pyran-2-one, tetrahydro-6,6-dimethyl-",,1489,70604,0.00245,0.745,7.20E-05,2.384,Low,Low,OK,Low,OK,Inf,2,FALSE
"3-Buten-2-one, 4-(3-cyclohexen-1-yl)-",,1653,100844,NA,0.78,NA,8.56,OK,Low,OK,Low,OK,Inf,3,FALSE
3-Methylbutan-2-yl propyl carbonate,,1443,88012,NA,0.71,NA,8.66,OK,Low,OK,Low,OK,Inf,3,FALSE
"3,3-Dimethyl-1,2-epoxybutane",,458,27917,NA,0.72,NA,3.676,Low,Low,OK,Low,OK,Inf,2,FALSE
5-Iodopentan-2-one,,2223,135622,NA,0.8,NA,9.595,OK,OK,OK,Low,OK,Inf,4,FALSE
5-Isopropenyl-2-methylcyclopent-1-enecarboxaldehyde,,4516,275477,NA,0.81,NA,12.014,OK,OK,OK,Low,OK,Inf,4,FALSE
"6,7-Dioxabicyclo[3.2.1]octane, 1-methyl-",,3539,169205,0.0018,0.77,0.474338,8.659,OK,Low,OK,Low,OK,Inf,3,FALSE
"Bicyclo[2.2.1]heptan-2-one, 3-(2-oxopropyl)-, exo-",,1679,102395,NA,0.74,NA,10.544,OK,Low,OK,Low,OK,Inf,3,FALSE
"Bicyclo[3.1.1]heptan-3-ol, 6,6-dimethyl-2-methylene-, [1S-(1.alpha.,3.alpha.,5.alpha.)]-",,7609,399473,8.00E-04,0.9,9.80E-05,10.687,OK,OK,OK,Low,OK,Inf,4,FALSE
"Borinic acid, diethyl-, 1-cyclododecen-1-yl ester",,4880,297655,NA,0.76,NA,13.656,OK,Low,OK,Low,OK,Inf,3,FALSE
Butyl benzoate,,5272,321610,NA,0.78,NA,14.616,OK,Low,OK,Low,OK,Inf,3,FALSE
di-tert-Butyl dicarbonate,,2184,133207,NA,0.86,NA,2.929,Low,OK,OK,Low,OK,Inf,3,FALSE
"Dodecane, 6-methyl-",,5957,363376,NA,0.86,NA,9.948,OK,OK,OK,Low,OK,Inf,4,FALSE
Ethyl octadecyl ether,,86739,5291052,NA,0.88,NA,21.563,High,OK,OK,OK,OK,Inf,4,FALSE
"Hexane, 3-ethyl-2,5-dimethyl-",,857,52284,NA,0.73,NA,8.703,OK,Low,OK,Low,OK,Inf,3,FALSE
"Naphthalene, decahydro-4a-methyl-1-methylene-7-(1-methylethenyl)-, [4aR-(4a.alpha.,7.alpha.,8a.beta.)]-",,10173,507972,0.00405,0.855,9.80E-05,15.66,High,OK,OK,Low,OK,Inf,3,FALSE
"Octadecanoic acid, 1-[(tetradecyloxy)carbonyl]pentadecyl ester",,2598,158469,NA,0.72,NA,10.088,OK,Low,OK,Low,OK,Inf,3,FALSE
"Oxirane, 2,3-dimethyl-, cis-",,3210,195834,NA,0.81,NA,3.024,Low,OK,OK,Low,OK,Inf,3,FALSE
Pinocarvone,,49952,3047078,NA,0.83,NA,11.047,OK,OK,OK,OK,OK,Inf,5,FALSE
"Sabinol, 3-methylbut-2-enoate",,752,45871,NA,0.79,NA,7.551,OK,Low,OK,Low,OK,Inf,3,FALSE
"Sulfurous acid, decyl 2-propyl ester",,480,29250,NA,0.72,NA,13.681,OK,Low,OK,Low,OK,Inf,3,FALSE
"Thiophene-2-carboxaldehyde, 3-benzoylthio-",,6918,422004,NA,0.71,NA,14.047,OK,Low,OK,Low,OK,Inf,3,FALSE
"trans-4,5-Epoxynonane",,8726,318927,2.00E-04,0.82,0.0581405,10.0635,OK,OK,OK,Low,OK,Inf,4,FALSE
Triacontanal,,39344,2400008,NA,0.85,NA,20.714,High,OK,OK,Low,OK,Inf,3,FALSE
"Tricyclo[3.1.0.0(2,4)]hex-3-ene-3-carbonitrile",,3086,188240,NA,0.8,NA,8.053,OK,OK,OK,Low,OK,Inf,4,FALSE
"Valeric acid, 3-tridecyl ester",,11165,681086,NA,0.82,NA,9.609,OK,OK,OK,Low,OK,Inf,4,FALSE
1-Chloroundecane,,2900,176925,NA,0.73,NA,8.541,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Pentanol, 2-ethyl-",,7719,234338,0.00183,0.87,7.0468688,4.716,OK,OK,OK,Low,AmRatioFail,0.20,3,FALSE
1-Pyrrolidinylacetonitrile,,1322,80625,NA,0.76,NA,8.635,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Hexadecanol,,2080,64618,4.50E-04,0.755,2.45E-05,15.9935,High,Low,OK,Low,OK,Inf,2,FALSE
"2-Hexanone, 4-methyl-",,4621,281883,NA,0.83,NA,6.371,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Octanone, 1-nitro-",,15856,505534,0.00023,0.84,0.1459653,5.209,OK,OK,OK,Low,AmRatioFail,0.08,3,FALSE
2-Octyldodecyl propionate,,51434,1639821,0.00125,0.815,0,22.709,High,OK,OK,Low,OK,Inf,3,FALSE
"2-Propen-1-one, 1,3-diphenyl-, (E)-",,122934,861269,0.003148717949,0.77,0.05122695157,20.692,High,Low,OK,Low,AmRatioFail,0.79,1,FALSE
"2,3-Pentanedione",,5057,115894,1.33E-04,0.85,0.002449,4.016,OK,OK,OK,Low,OK,Inf,4,FALSE
"3-Tetradecene, (Z)-",,1415,86303,NA,0.9,NA,11.066,OK,OK,OK,Low,OK,Inf,4,FALSE
"4-Cyclopentene-1,3-diol, cis-",,404,24622,0,0.74,0.0085805,3.9855,Low,Low,OK,Low,AmRatioFail,1.14,1,FALSE
"6,6-Diethylhoctadecane",,18941,593294,2.33E-04,0.75,1.492485333,21.77,High,Low,OK,Low,OK,Inf,2,FALSE
"Acetone, ethyl methyl acetal",,1127,68770,NA,0.73,NA,14.261,OK,Low,OK,Low,OK,Inf,3,FALSE
"Acetoxyacetic acid, undecyl ester",,2843,173435,0,0.79,2.00E-06,16.719,High,Low,OK,Low,AmRatioFail,0.13,1,FALSE
"Carbonic acid, butyl heptadecyl ester",,4163,253951,NA,0.76,NA,16.712,High,Low,OK,Low,OK,Inf,2,FALSE
"Cyclohexane, (cyclopentylmethyl)-",,1146,69922,NA,0.76,NA,13.18,OK,Low,OK,Low,OK,Inf,3,FALSE
"Cyclopentanemethanol, 5-methyl-2-[1-methylene-3-(5-isopropyl-2-methylcyclopent-1-enyl)propyl]-",,34431,2100309,NA,0.73,NA,20.635,High,Low,OK,Low,OK,Inf,2,FALSE
n-Valeric acid cis-3-hexenyl ester,,538,32829,NA,0.83,NA,12.048,OK,OK,OK,Low,OK,Inf,4,FALSE
"Pyrrole-2-carboxylic acid, 4-(1-chlorodec-1-enyl)-3,5-dimethyl-, ethyl ester",,2225,135728,NA,0.73,NA,13.368,OK,Low,OK,Low,OK,Inf,3,FALSE
"Tetrazolo[1,5-a]pyridine, 5,6,7,8-tetrahydro-",,0,0,NA,0.75,NA,2.363,Low,Low,OK,Low,AmRatioFail,0.00,1,FALSE
"Urea, N,N'-di-2-propenyl-",,0,0,NA,0.74,NA,7.858,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"1-Octene, 4-methyl-",,1024,62447,NA,0.81,NA,9.619,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,3-Propanediol, ethyl hexadecyl ether",,547,33348,NA,0.71,NA,23.881,High,Low,OK,Low,OK,Inf,2,FALSE
11-Methylpentacosane,,43492,2134025,0.0018,0.75,0.046208,21.297,High,Low,OK,Low,OK,Inf,2,FALSE
11-Tetradecyn-1-ol acetate,,9532,581436,NA,0.72,NA,20.639,High,Low,OK,Low,OK,Inf,2,FALSE
"2-Butanol, 3-methyl-, (S)-",,7797,475634,NA,0.83,NA,6.268,OK,OK,OK,Low,OK,Inf,4,FALSE
"2-Furancarboxylic acid, 1-cyclopentylethyl ester",,2021,123251,NA,0.78,NA,5.33,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Hexanol, (R)-",,703,42895,NA,0.8,NA,3.325,Low,OK,OK,Low,OK,Inf,3,FALSE
"2,3-Diphenylmaleic anhydride",,473661,1883952,0.00299828629,0.83,1.63E-05,21.32,High,OK,OK,Low,AmRatioFail,0.44,2,FALSE
"4,8-Dioxaspiro[2.5]oct-1-ene, 6,6-dimethyl-",,730,44538,NA,0.76,NA,3.517,Low,Low,OK,Low,OK,Inf,2,FALSE
"5-Caranol, (1S,3R,5S,6R)-(-)-",,1436,87619,NA,0.72,NA,14.904,OK,Low,OK,Low,OK,Inf,3,FALSE
"Benzeneacetic acid, .alpha.-hydroxy-.alpha.-methyl-, (S)-",,0,0,NA,0.73,NA,9.793,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"Cyclohexanol, 2-(1-methylpropyl)-",,159,9702,4.50E-04,0.745,5.00E-07,11.1795,OK,Low,OK,Low,AmRatioFail,0.04,2,FALSE
"Cyclopropane, 1-methyl-2-octyl-",,5810,354399,NA,0.94,NA,11.073,OK,OK,OK,Low,OK,Inf,4,FALSE
Dibenzoylmethane,,53509,3264040,NA,0.73,NA,21.143,High,Low,OK,OK,OK,Inf,3,FALSE
"Formic acid, ethenyl ester",,331,20186,NA,0.81,NA,4.946,OK,OK,OK,Low,OK,Inf,4,FALSE
Methyl 4-hydroxybutanoate,,549,33517,NA,0.71,NA,5.244,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Pentanol, 2,2-dimethyl-",,383,15900,0.0032,0.74,1.25E-05,10.4125,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,1,4,7-Tetramethyldecahydro-1H-cyclopropa[e]azulene-4,7-diol",,20672,1261013,2.00E-04,0.75,8.00E-06,20.633,High,Low,OK,Low,AmRatioFail,0.12,1,FALSE
"1,3:2,5-Dimethylene-l-rhamnitol",,1115,67987,NA,0.71,NA,12.785,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,4-Benzenediol, 2,5-bis(1,1-dimethylethyl)-",,2234,136293,NA,0.72,NA,18.355,High,Low,OK,Low,OK,Inf,2,FALSE
"1,5-Hexadien-3-ol, acetate",,6325,201761,5.00E-05,0.825,4.50E-06,3.9205,Low,OK,OK,Low,OK,Inf,3,FALSE
"1,5-Hexanediol",,1939,118258,NA,0.73,NA,9.018,OK,Low,OK,Low,OK,Inf,3,FALSE
15-Methyl-Z-11-hexadecenal,,19556,688691,2.00E-04,0.71,0.0541205,22.1365,High,Low,OK,Low,OK,Inf,2,FALSE
2-Ethoxyethyl acetate,,0,0,NA,0.76,NA,3.365,Low,Low,OK,Low,AmRatioFail,0.00,1,FALSE
"2,6,10,14,18-Pentamethyl-2,6,10,14,18-eicosapentaene",,0,0,NA,0.77,NA,22.059,High,Low,OK,Low,AmRatioFail,0.00,1,FALSE
3-Hexen-1-ol benzoate,,1452,75298,5.00E-05,0.755,2.9646125,15.3635,High,Low,OK,Low,OK,Inf,2,FALSE
4-Methyldocosane,,401,24439,NA,0.71,NA,14.101,OK,Low,OK,Low,OK,Inf,3,FALSE
5-Butyl-5-ethylpentadecane,,9910,604529,NA,0.77,NA,21.862,High,Low,OK,Low,OK,Inf,2,FALSE
5-Ethyl-5-methylnonadecane,,1608,98109,NA,0.75,NA,23.454,High,Low,OK,Low,OK,Inf,2,FALSE
"Benzoic acid, 2-(benzoylthio)thiazol-4-yl ester",,2946,131986,5.00E-05,0.755,8.00E-06,12.208,OK,Low,OK,Low,OK,Inf,3,FALSE
"Bicyclo[4.1.0]heptan-3-ol, 4,7,7-trimethyl-, [1R-(1.alpha.,3.beta.,4.alpha.,6.alpha.)]-",,10248,625099,NA,0.71,NA,20.634,High,Low,OK,Low,OK,Inf,2,FALSE
Methacrylamide,,915,55790,NA,0.79,NA,2.618,Low,Low,OK,Low,OK,Inf,2,FALSE
N-Isopentyl-N-nitroso-pentylamine,,2250,137234,NA,0.78,NA,6.832,OK,Low,OK,Low,OK,Inf,3,FALSE
"Octadecane, 2-methyl-",,2078,126747,NA,0.89,NA,12.951,OK,OK,OK,Low,OK,Inf,4,FALSE
"Pentadecane, 4-methyl-",,1563,95358,4.50E-04,0.725,4.50E-06,17.0685,High,Low,OK,Low,AmRatioFail,0.10,1,FALSE
"Phenol, 2,6-dimethoxy-",,1486,58846,8.00E-04,0.85,4.50E-06,13.7245,OK,OK,OK,Low,OK,Inf,4,FALSE
"Propanamide, N,2-dimethyl-",,5637,343848,NA,0.73,NA,14.27,OK,Low,OK,Low,OK,Inf,3,FALSE
"Propanoic acid, 2-hydroxy-, 2-methylpropyl ester",,763,46544,0.00245,0.745,4.3660125,4.8165,OK,Low,OK,Low,AmRatioFail,0.06,2,FALSE
Vanillin,,1592,97106,NA,0.83,NA,14.409,OK,OK,OK,Low,OK,Inf,4,FALSE
"(1R,2R,4R)-2,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",,4041,246492,NA,0.77,NA,12.818,OK,Low,OK,Low,OK,Inf,3,FALSE
.alpha.-acorenol,,44869,2737011,NA,0.73,NA,20.173,High,Low,OK,Low,OK,Inf,2,FALSE
.alpha.-Bourbonene,,30718,1089733,2.00E-04,0.77,5.00E-07,14.3205,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,6-Anhydro-2,4-dideoxy-.beta.-D-ribo-hexopyranose",,1142,69692,NA,0.74,NA,12.891,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,8-Naphthalenedione, 8a-ethylperhydro",,1287,78512,NA,0.72,NA,13.673,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Oxepanone, 4-methyl-",,414,25267,NA,0.8,NA,10.534,OK,OK,OK,Low,OK,Inf,4,FALSE
"3-Trifluoromethylbenzoic acid, tridecyl ester",,957,58348,1.00E-04,0.72,6.53E-05,15.93,High,Low,OK,Low,AmRatioFail,0.09,1,FALSE
"3,4-Hexanedione, 2,2,5-trimethyl-",,0,0,NA,0.78,NA,9.155,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"5,8-Tridecadione",,5055,308354,NA,0.73,NA,21.94,High,Low,OK,Low,OK,Inf,2,FALSE
9-Methyl-Z-10-pentadecen-1-ol,,1146,69915,NA,0.82,NA,13.958,OK,OK,OK,Low,OK,Inf,4,FALSE
Ar-himachalen-2-ol,,16555,1009881,NA,0.72,NA,21.072,High,Low,OK,Low,OK,Inf,2,FALSE
"Benzoic acid, 1-methylethyl ester",,3495,213197,NA,0.92,NA,11.672,OK,OK,OK,Low,OK,Inf,4,FALSE
"Cyclopropane, octyl-",,1503,68998,0.0018,0.88,2.9548805,11.6295,OK,OK,OK,Low,OK,Inf,4,FALSE
"Formic acid, oct-2-yl ester",,922,35926,0.00125,0.775,1.62E-04,9.035,OK,Low,OK,Low,OK,Inf,3,FALSE
"Hexadecane, 2,6,10-trimethyl-",,6588,231303,0.00405,0.795,1.3662045,17.1925,High,Low,OK,Low,OK,Inf,2,FALSE
"Methyl 7,9-tridecadienyl ether",,1516,60031,2.00E-04,0.77,5.00E-05,15.991,High,Low,OK,Low,OK,Inf,2,FALSE
"Oxirane, dodecyl-",,80,4857,NA,0.7,NA,5.931,OK,Low,OK,Low,OK,Inf,3,FALSE
"Phthalic acid, 5-methylhex-2-yl butyl ester",,0,0,NA,0.75,NA,20.409,High,Low,OK,Low,AmRatioFail,0.00,1,FALSE
"Piperidine, 1,2-dimethyl-",,2633,160620,NA,0.74,NA,11.272,OK,Low,OK,Low,OK,Inf,3,FALSE
Supraene,,73395,863432,2.29E-04,0.75,2.12E-05,22.053,High,Low,OK,Low,OK,Inf,2,FALSE
"(2R,5R)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran",,2140,130528,NA,0.92,NA,8.199,OK,OK,OK,Low,OK,Inf,4,FALSE
"(2R,5S)-2-Methyl-5-(prop-1-en-2-yl)-2-vinyltetrahydrofuran",,2955,180227,NA,0.92,NA,8.458,OK,OK,OK,Low,OK,Inf,4,FALSE
(R)-(+)-Citronellic acid,,409,24934,NA,0.72,NA,11.699,OK,Low,OK,Low,OK,Inf,3,FALSE
".beta.-D-Lyxofuranoside, 5-O-(.beta.-D-lyxofuranosyl)-decyl-",,385,23477,NA,0.71,NA,14.012,OK,Low,OK,Low,OK,Inf,3,FALSE
".beta.-d-Lyxofuranoside, O-nonyl-",,1117,68140,NA,0.78,NA,8.315,OK,Low,OK,Low,OK,Inf,3,FALSE
".beta.-D-Mannofuranoside, 1-thio-n-heptyl-",,1010,61629,2.00E-04,0.76,1.25E-05,14.0165,OK,Low,OK,Low,AmRatioFail,0.23,2,FALSE
.tau.-Cadinol,,898,54775,NA,0.71,NA,14.547,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-(1-Hydroxyethyl),1-(hydroxymethyl)cyclopropane",,433,26383,NA,0.74,NA,5.558,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Butanol, 2-methyl-, (S)-",,209,12764,NA,0.74,NA,4.825,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Methyl-3,6-diazahomoadamantan-9-one",,1778,108466,NA,0.78,NA,16.474,High,Low,OK,Low,OK,Inf,2,FALSE
"1-Naphthalenepropanol, .alpha.-ethenyldecahydro-2-hydroxy-.alpha.,2,5,5,8a-pentamethyl-, [1R-[1.alpha.(R*),2.beta.,4a.beta.,8a.",,6311,384966,NA,0.74,NA,20.96,High,Low,OK,Low,OK,Inf,2,FALSE
1-Octanesulfonyl chloride,,1154,40083,4.50E-04,0.785,6.05E-05,8.9145,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Octene, 3-methyl-",,886,54036,NA,0.8,NA,12.845,OK,OK,OK,Low,OK,Inf,4,FALSE
"1-Oxa-3,4-Diazaspiro[4.5]dec-3-ene, 2-(acetyloxy)-2-methyl-",,1622,98920,NA,0.72,NA,9.86,OK,Low,OK,Low,OK,Inf,3,FALSE
"1-Pentanol, 2-methyl-",,3899,237863,NA,0.86,NA,4.576,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2-Benzenediol, O-pentafluoropropionyl-O'-valeryl-",,459,28011,NA,0.78,NA,10.284,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,2-Dihydrolinalool",,3477,212108,NA,0.82,NA,10.508,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,2-Dioxolan-3-one, 5-ethyl-5-methyl-4-methylene-",,717,43707,0.00125,0.735,0.0032,5.248,OK,Low,OK,Low,AmRatioFail,0.15,2,FALSE
"1,2,5-Oxadiazole-3-carboxamide, 4-amino-N-(2-aminoethyl)-",,1263,77021,NA,0.78,NA,10.85,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,3-Cyclopentanedione",,0,0,NA,0.75,NA,6.725,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"1,3,2-Oxazaborolane, 2-butyl-",,1571,54833,0,0.74,5.00E-07,10.8405,OK,Low,OK,Low,OK,Inf,3,FALSE
"1,4-Piperazinediethanol, .alpha.,.alpha.'-bis(phenoxymethyl)-",,3000,183010,NA,0.7,NA,23.611,High,Low,OK,Low,OK,Inf,2,FALSE
"1,5-Heptadien-4-one, 3,3,6-trimethyl-",,772,47081,NA,0.8,NA,8.949,OK,OK,OK,Low,OK,Inf,4,FALSE
"1,5-Heptadiene, 3,3-dimethyl-, (E)-",,166,10108,NA,0.82,NA,5.304,OK,OK,OK,Low,OK,Inf,4,FALSE
13-Tetradecenal,,1555,94855,NA,0.75,NA,15.992,High,Low,OK,Low,OK,Inf,2,FALSE
18-Nonadecen-1-ol,,794,48431,NA,0.76,NA,16.639,High,Low,OK,Low,OK,Inf,2,FALSE
"1H-1,2,3,4-Tetrazole, 5-hydrazino-",,788,48056,NA,0.75,NA,3.942,Low,Low,OK,Low,OK,Inf,2,FALSE
"1H-Azepin-1-amine, hexahydro-",,0,0,NA,0.71,NA,9.124,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"1H-Imidazole,1-ethyl-2-methyl",,307,18703,NA,0.77,NA,7.856,OK,Low,OK,Low,OK,Inf,3,FALSE
"1H-Pyrrolo[1,2-c]imidazole-1,3(2H)-dione, tetrahydro-",,407,24807,NA,0.73,NA,3.21,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-(1,3-Dioxolan-2-yl)-2-phenyl-1,3-dioxolane",,1418,50371,0.001696666667,0.74,6.17E-06,15.405,High,Low,OK,Low,AmRatioFail,0.04,1,FALSE
2-Acetoxyisobutyryl chloride,,8852,526779,0.00245,0.775,6.5485805,7.3405,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Butene-1,4-diol",,485,29599,NA,0.75,NA,4.206,OK,Low,OK,Low,OK,Inf,3,FALSE
2-Butyl(dimethyl)silyloxybutane,,7224,440659,NA,0.72,NA,11.181,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, trans-",,0,0,NA,0.71,NA,14.902,OK,Low,OK,Low,AmRatioFail,0.00,2,FALSE
"2-Hexen-1-ol, 2-ethyl-",,571,34847,NA,0.76,NA,9.292,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Hexene, 1-(pentyloxy)-, (E)-",,84,5107,NA,0.73,NA,3.874,Low,Low,OK,Low,OK,Inf,2,FALSE
2-n-Heptylcyclopentanone,,1237,75430,0,0.8,5.00E-05,12.189,OK,OK,OK,Low,AmRatioFail,0.09,3,FALSE
"2-Oxepanone, 7-hexyl-",,1341,81787,NA,0.74,NA,16.581,High,Low,OK,Low,OK,Inf,2,FALSE
"2-Pentanol, 3-chloro-2-methyl-",,545,33238,NA,0.75,NA,8.676,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-Pentanone, 5-chloro-",,286,17457,NA,0.74,NA,1.67,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Propanol, 1,1-dimethoxy-",,501,30555,NA,0.72,NA,1.906,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Propenoic acid, 2-methoxyethyl ester",,32,1963,NA,0.7,NA,3.945,Low,Low,OK,Low,OK,Inf,2,FALSE
"2-Propenoic acid, 2-methyl-, (tetrahydro-2-furanyl)methyl ester",,560,34171,NA,0.76,NA,9.31,OK,Low,OK,Low,OK,Inf,3,FALSE
"2-t-Butyl-6-methyl-[1,3]dioxane-4-thione",,443,27022,NA,0.76,NA,4.779,OK,Low,OK,Low,OK,Inf,3,FALSE
"2(5H)-Furanone, 3-hydroxy-4,5-dimethyl-",,238,14525,NA,0.74,NA,7.58,OK,Low,OK,Low,OK,Inf,3,FALSE
"2,2'-(Ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl) dibenzoate",,5447,261863,0,0.73,5.00E-07,18.0075,High,Low,OK,Low,OK,Inf,2,FALSE
"2,2-Dimethyl-3-(3,7,16,20-tetramethyl-heneicosa-3,7,11,15,19-pentaenyl)-oxirane",,21232,648958,5.00E-05,0.745,1.25E-05,22.0525,High,Low,OK,Low,OK,Inf,2,FALSE
"2,4-Hexadiene, 1,6-dimethoxy-, (E,E)-",,2515,153419,NA,0.72,NA,11.92,OK,Low,OK,Low,OK,Inf,3,FALSE
"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",,19465,959601,5.00E-05,0.735,2.00E-06,20.829,High,Low,OK,Low,OK,Inf,2,FALSE
"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",,3204,195442,NA,0.75,NA,17.338,High,Low,OK,Low,OK,Inf,2,FALSE
"2,6-Nonadien-1-ol",,774,47232,NA,0.76,NA,8.637,OK,Low,OK,Low,OK,Inf,3,FALSE
"2,6-Nonadienal, 3,7-dimethyl-",,668,40759,NA,0.72,NA,16.653,High,Low,OK,Low,OK,Inf,2,FALSE
"2,6-Octadien-1-ol, 3,7-dimethyl-",,2182,133078,NA,0.89,NA,12.325,OK,OK,OK,Low,OK,Inf,4,FALSE
"2,6,9,12,16-Pentamethylheptadeca-2,6,11,15-tetraene-9-carboxylic acid",,9031,550903,NA,0.73,NA,22.056,High,Low,OK,Low,OK,Inf,2,FALSE
"2,7-Dimethyloctan-4-one",,175,10684,NA,0.72,NA,4.419,OK,Low,OK,Low,OK,Inf,3,FALSE
"3-((3R)-2,3-Dimethyltricyclo[2.2.1.02,6]heptan-3-yl)propanal",,4379,267131,NA,0.79,NA,18.38,High,Low,OK,Low,OK,Inf,2,FALSE
3-Decene,,9797,597626,NA,0.87,NA,4.65,OK,OK,OK,Low,OK,Inf,4,FALSE
3-Ethoxypropyl acetate,,264,16121,NA,0.72,NA,14.262,OK,Low,OK,Low,OK,Inf,3,FALSE
"3-Heptadecene, (Z)-",,1670,101853,NA,0.83,NA,18.834,High,OK,OK,Low,OK,Inf,3,FALSE
"3-Heptanol, 2,6-dimethyl-",,781,34867,8.00E-04,0.72,10.829858,9.908,OK,Low,OK,Low,OK,Inf,3,FALSE
"3-Hexyne-2,5-diol, 2,5-dimethyl-",,862,52587,NA,0.72,NA,9.217,OK,Low,OK,Low,OK,Inf,3,FALSE
"3-Pentanol, 1-chloro-3-methyl-",,4290,261692,NA,0.8,NA,9.226,OK,OK,OK,Low,OK,Inf,4,FALSE
"3,3-Bis(carbamino)diaziridine",,2024,123486,NA,0.74,NA,10.842,OK,Low,OK,Low,OK,Inf,3,FALSE
"3,3-Dimethyl-2,4-pentane dione",,707,43116,NA,0.76,NA,2.83,Low,Low,OK,Low,OK,Inf,2,FALSE
"3,7,11-Trimethyldodecylacetate",,2807,171244,NA,0.81,NA,13.963,OK,OK,OK,Low,OK,Inf,4,FALSE
"3H-Cyclodeca[b]furan-2-one, 4,9-dihydroxy-6-methyl-3,10-dimethylene-3a,4,7,8,9,10,11,11a-octahydro-",,945,57625,NA,0.71,NA,15.496,High,Low,OK,Low,OK,Inf,2,FALSE
"4-(2,2,6-Trimethyl-bicyclo[4.1.0]hept-1-yl)-butan-2-one",,3491,212933,NA,0.72,NA,18.141,High,Low,OK,Low,OK,Inf,2,FALSE
4-Ethyl-1-hexyn-3-ol,,611,37248,NA,0.75,NA,10.49,OK,Low,OK,Low,OK,Inf,3,FALSE
"4,6-Dimethyloctane-3,5-dione",,1401,85440,NA,0.82,NA,9.273,OK,OK,OK,Low,OK,Inf,4,FALSE
"5-Benzofuranacetic acid, 6-ethenyl-2,4,5,6,7,7a-hexahydro-3,6-dimethyl-.alpha.-methylene-2-oxo-, methyl ester",,797,48598,NA,0.76,NA,17.042,High,Low,OK,Low,OK,Inf,2,FALSE
5-Chloro-3-[.alpha.-hydroxy-.beta.-3-methylpiperidino]ethyl benzothiophene,,433,26432,NA,0.71,NA,8.571,OK,Low,OK,Low,OK,Inf,3,FALSE
"5-Methylhexane-2,4-dione, enol",,204,12446,NA,0.73,NA,10.4,OK,Low,OK,Low,OK,Inf,3,FALSE
"5-Oxotetrahydrofuran-2-carboxylic acid, ethyl ester",,22010,1342582,NA,0.91,NA,11.825,OK,OK,OK,Low,OK,Inf,4,FALSE
"5,7-Octadien-2-one, 3-acetyl-",,4647,241290,4.50E-04,0.725,1.28E-04,13.593,OK,Low,OK,Low,OK,Inf,3,FALSE
"6-Hepten-3-one, 5-hydroxy-4,6-dimethyl-",,454,27708,NA,0.72,NA,4.788,OK,Low,OK,Low,OK,Inf,3,FALSE
"6-Heptene-2,4-diol",,1320,80520,NA,0.71,NA,11.934,OK,Low,OK,Low,OK,Inf,3,FALSE
7-n-Propyl-trans-8-oxabicyclo[4.3.0]nonane,,560,34163,NA,0.72,NA,10.976,OK,Low,OK,Low,OK,Inf,3,FALSE
"8-Isopropenyl-1,5-dimethyl-cyclodeca-1,5-diene",,3019,96784,0.00125,0.735,5.00E-07,15.6705,High,Low,OK,Low,OK,Inf,2,FALSE
